W,V,R,L,C,D
12067.92640639329,13.181632653061223,15.114285714285716,1.8448979591836736,2.51,1
175.7510624854791,6.211224489795918,15.114285714285716,10.0,0.51,0
37275.93720314938,1.0591836734693876,4.5285714285714285,2.4565306122448978,2.51,0
12067.92640639329,8.635714285714284,9.414285714285715,6.330204081632653,2.01,1
86851.13737513521,10.757142857142856,4.935714285714286,9.388367346938775,2.01,1
1456.3484775012444,13.484693877551019,15.114285714285716,0.21387755102040817,4.51,0
268.26957952797244,12.575510204081631,8.600000000000001,8.572857142857142,6.51,1
4498.432668969444,3.4836734693877545,9.821428571428573,3.2720408163265304,2.51,0
409.49150623804275,4.6959183673469385,18.371428571428574,8.368979591836734,8.51,0
1098.5411419875584,2.574489795918367,2.9,0.6216326530612245,8.51,0
1930.6977288832495,14.09081632653061,14.707142857142857,1.029387755102041,0.51,1
409.49150623804275,2.574489795918367,2.0857142857142854,6.330204081632653,0.01,0
7906.043210907702,11.666326530612244,9.007142857142858,3.883673469387755,9.51,1
232.99518105153717,10.757142857142856,11.450000000000001,10.0,4.01,0
1098.5411419875584,0.15,5.3428571428571425,6.1263265306122445,5.51,0
10481.131341546852,9.241836734693877,18.77857142857143,8.165102040816327,7.01,1
12067.92640639329,3.7867346938775506,13.07857142857143,0.21387755102040817,6.51,0
6866.488450042998,11.060204081632653,16.742857142857144,6.1263265306122445,9.51,1
65512.85568595509,7.726530612244898,10.22857142857143,1.437142857142857,1.01,1
719.6856730011522,7.726530612244898,15.114285714285716,7.553469387755102,6.51,1
65512.85568595509,15.0,10.635714285714286,5.310816326530612,0.51,1
56898.66029018293,11.96938775510204,19.592857142857145,8.368979591836734,4.01,1
42919.34260128778,7.423469387755102,17.150000000000002,3.2720408163265304,2.51,1
2947.0517025518097,13.787755102040816,14.707142857142857,7.145714285714286,2.01,1
232.99518105153717,13.484693877551019,17.964285714285715,3.2720408163265304,3.51,0
409.49150623804275,0.7561224489795918,11.857142857142858,0.01,6.01,0
132.57113655901094,13.181632653061223,18.371428571428574,1.6410204081632653,7.51,0
308.88435964774817,5.302040816326531,17.150000000000002,6.737959183673469,3.01,0
2947.0517025518097,11.363265306122448,3.307142857142857,8.980612244897959,8.51,1
268.26957952797244,6.514285714285714,2.492857142857143,10.0,0.01,0
1264.8552168552958,6.8173469387755095,6.157142857142857,2.2526530612244895,4.51,1
268.26957952797244,14.696938775510203,8.192857142857143,5.922448979591836,4.01,1
4498.432668969444,9.847959183673469,7.785714285714286,8.368979591836734,3.01,1
2947.0517025518097,3.4836734693877545,19.185714285714287,2.0487755102040817,7.51,0
2947.0517025518097,11.060204081632653,11.450000000000001,0.8255102040816327,0.51,1
954.0954763499944,11.666326530612244,20.0,8.77673469387755,4.01,1
625.0551925273976,12.272448979591836,17.150000000000002,5.106938775510204,0.51,0
2947.0517025518097,4.998979591836735,11.042857142857143,4.0875510204081635,5.51,0
1930.6977288832495,10.151020408163264,2.492857142857143,3.2720408163265304,7.01,1
28117.68697974231,14.09081632653061,4.5285714285714285,6.534081632653061,7.51,1
42919.34260128778,9.241836734693877,9.414285714285715,5.310816326530612,9.51,1
32374.5754281764,4.089795918367347,13.07857142857143,2.2526530612244895,9.51,0
86851.13737513521,3.180612244897959,7.378571428571428,4.6991836734693875,5.01,0
42919.34260128778,5.908163265306122,2.492857142857143,2.4565306122448978,1.51,0
6866.488450042998,10.151020408163264,1.6785714285714286,5.514693877551021,8.51,1
13894.95494373136,10.454081632653061,14.707142857142857,4.903061224489796,4.51,1
100000.0,11.666326530612244,20.0,1.437142857142857,8.01,1
12067.92640639329,10.757142857142856,4.5285714285714285,8.572857142857142,7.51,1
18420.699693267165,12.575510204081631,4.121428571428571,4.903061224489796,8.01,1
471.48663634573944,3.7867346938775506,11.857142857142858,8.165102040816327,7.51,0
13894.95494373136,13.787755102040816,18.77857142857143,1.029387755102041,5.01,1
42919.34260128778,11.666326530612244,18.77857142857143,1.029387755102041,7.01,1
100000.0,3.7867346938775506,10.635714285714286,0.01,0.01,0
100.0,13.181632653061223,9.007142857142858,5.106938775510204,6.01,0
56898.66029018293,0.15,9.414285714285715,1.6410204081632653,8.51,0
15998.587196060573,0.4530612244897959,2.9,2.4565306122448978,8.01,0
32374.5754281764,3.7867346938775506,17.150000000000002,7.349591836734694,2.01,0
719.6856730011522,9.544897959183674,0.8642857142857143,3.068163265306122,9.01,1
28117.68697974231,2.877551020408163,2.0857142857142854,5.514693877551021,7.51,0
9102.981779915217,14.09081632653061,1.6785714285714286,6.1263265306122445,2.51,1
42919.34260128778,8.938775510204081,9.821428571428573,10.0,2.01,1
954.0954763499944,10.454081632653061,9.007142857142858,0.01,9.01,0
115.1395399326447,4.998979591836735,0.45714285714285713,0.41775510204081634,9.01,0
152.64179671752333,15.0,13.892857142857144,7.145714285714286,3.01,0
21209.508879201927,10.757142857142856,9.821428571428573,7.961224489795918,4.51,1
86851.13737513521,6.211224489795918,11.042857142857143,5.922448979591836,6.01,0
7906.043210907702,1.6653061224489794,5.75,4.291428571428571,7.51,0
10481.131341546852,1.9683673469387752,15.928571428571429,2.0487755102040817,0.01,0
18420.699693267165,0.15,4.121428571428571,10.0,8.01,0
409.49150623804275,10.757142857142856,15.928571428571429,3.4759183673469387,3.01,0
355.64803062231283,15.0,20.0,4.495306122448979,1.01,0
202.35896477251575,11.363265306122448,9.821428571428573,1.029387755102041,1.51,0
75431.20063354608,14.393877551020408,11.042857142857143,1.029387755102041,4.51,1
232.99518105153717,13.787755102040816,7.378571428571428,7.961224489795918,5.01,1
828.6427728546843,1.3622448979591835,0.8642857142857143,6.737959183673469,1.01,0
100.0,2.877551020408163,17.150000000000002,5.922448979591836,3.51,0
719.6856730011522,0.4530612244897959,0.45714285714285713,8.368979591836734,4.01,0
7906.043210907702,7.423469387755102,4.5285714285714285,1.6410204081632653,2.51,1
5963.623316594642,10.151020408163264,18.371428571428574,3.068163265306122,7.01,1
719.6856730011522,9.847959183673469,7.378571428571428,5.310816326530612,7.01,1
3906.939937054617,1.6653061224489794,8.192857142857143,3.2720408163265304,3.51,0
152.64179671752333,13.787755102040816,9.414285714285715,9.592244897959183,3.51,0
18420.699693267165,2.271428571428571,1.2714285714285716,5.922448979591836,9.51,0
49417.13361323838,2.574489795918367,4.5285714285714285,0.6216326530612245,1.01,0
2947.0517025518097,11.666326530612244,14.3,5.310816326530612,6.01,1
268.26957952797244,12.575510204081631,3.714285714285714,5.718571428571428,2.01,0
10481.131341546852,7.726530612244898,0.45714285714285713,2.660408163265306,2.01,1
9102.981779915217,10.454081632653061,13.485714285714286,4.6991836734693875,4.51,1
56898.66029018293,1.3622448979591835,0.8642857142857143,2.4565306122448978,7.01,0
268.26957952797244,4.392857142857142,3.714285714285714,2.4565306122448978,8.51,0
1456.3484775012444,1.6653061224489794,4.121428571428571,5.922448979591836,9.51,0
75431.20063354608,7.120408163265306,4.5285714285714285,8.77673469387755,9.01,0
954.0954763499944,4.998979591836735,15.928571428571429,5.310816326530612,9.51,1
5963.623316594642,8.33265306122449,18.77857142857143,2.864285714285714,8.01,1
1098.5411419875584,9.241836734693877,14.3,4.291428571428571,9.01,1
65512.85568595509,13.787755102040816,0.45714285714285713,4.0875510204081635,8.01,1
4498.432668969444,6.8173469387755095,5.3428571428571425,7.145714285714286,4.01,1
308.88435964774817,14.696938775510203,1.6785714285714286,8.572857142857142,4.01,1
24420.5309454865,9.241836734693877,3.307142857142857,0.01,0.51,0
100.0,5.908163265306122,12.264285714285714,7.961224489795918,3.01,0
6866.488450042998,8.635714285714284,19.592857142857145,10.0,9.01,1
100000.0,8.635714285714284,2.9,2.660408163265306,2.01,1
1930.6977288832495,3.180612244897959,10.22857142857143,9.796122448979592,3.01,0
100000.0,7.423469387755102,16.335714285714285,6.330204081632653,4.01,0
115.1395399326447,1.3622448979591835,20.0,2.4565306122448978,1.51,0
32374.5754281764,13.181632653061223,16.742857142857144,1.6410204081632653,6.51,1
542.867543932386,13.787755102040816,17.964285714285715,3.679795918367347,8.01,1
954.0954763499944,13.484693877551019,18.77857142857143,7.349591836734694,1.01,1
115.1395399326447,3.7867346938775506,9.821428571428573,1.6410204081632653,9.51,0
75431.20063354608,9.847959183673469,8.192857142857143,0.8255102040816327,6.01,1
1676.8329368110083,6.211224489795918,6.564285714285714,8.77673469387755,0.01,0
1930.6977288832495,8.938775510204081,6.9714285714285715,3.068163265306122,9.01,1
100000.0,8.33265306122449,5.75,0.8255102040816327,2.01,1
13894.95494373136,3.180612244897959,12.671428571428573,9.796122448979592,3.01,0
954.0954763499944,12.272448979591836,16.335714285714285,9.592244897959183,9.01,1
1098.5411419875584,7.423469387755102,3.307142857142857,7.349591836734694,4.01,1
15998.587196060573,13.484693877551019,11.042857142857143,4.903061224489796,2.01,1
954.0954763499944,14.696938775510203,13.07857142857143,5.922448979591836,3.01,1
828.6427728546843,4.392857142857142,6.564285714285714,3.2720408163265304,0.51,0
75431.20063354608,12.878571428571428,11.042857142857143,9.592244897959183,3.01,1
542.867543932386,14.393877551020408,15.521428571428572,10.0,6.01,1
7906.043210907702,1.3622448979591835,8.600000000000001,1.233265306122449,0.01,0
37275.93720314938,7.726530612244898,5.3428571428571425,8.572857142857142,5.51,1
625.0551925273976,13.787755102040816,1.6785714285714286,0.6216326530612245,0.01,0
12067.92640639329,6.514285714285714,10.22857142857143,4.291428571428571,3.01,0
2947.0517025518097,4.6959183673469385,17.964285714285715,5.310816326530612,1.01,1
56898.66029018293,8.938775510204081,13.485714285714286,0.8255102040816327,5.01,1
232.99518105153717,15.0,19.185714285714287,5.718571428571428,7.51,1
5179.474679231213,14.696938775510203,8.600000000000001,4.0875510204081635,5.51,1
4498.432668969444,14.393877551020408,8.600000000000001,3.4759183673469387,5.51,1
9102.981779915217,8.938775510204081,17.557142857142857,0.21387755102040817,4.51,0
65512.85568595509,10.454081632653061,13.485714285714286,5.310816326530612,0.51,1
1098.5411419875584,4.392857142857142,9.414285714285715,4.903061224489796,6.51,1
2559.547922699536,12.878571428571428,11.450000000000001,7.349591836734694,4.01,1
5179.474679231213,0.7561224489795918,9.007142857142858,0.8255102040816327,3.51,0
18420.699693267165,1.3622448979591835,7.785714285714286,0.6216326530612245,4.01,0
202.35896477251575,1.0591836734693876,11.042857142857143,2.2526530612244895,0.01,0
4498.432668969444,12.575510204081631,1.2714285714285716,9.184489795918367,9.01,1
100.0,1.0591836734693876,15.928571428571429,3.068163265306122,1.51,0
5179.474679231213,9.241836734693877,14.3,5.106938775510204,3.51,1
1676.8329368110083,6.211224489795918,18.77857142857143,7.75734693877551,7.51,0
86851.13737513521,4.089795918367347,10.635714285714286,5.718571428571428,7.51,0
2947.0517025518097,2.574489795918367,7.785714285714286,4.291428571428571,5.51,0
1930.6977288832495,7.726530612244898,19.592857142857145,3.679795918367347,3.51,1
355.64803062231283,3.180612244897959,0.45714285714285713,4.291428571428571,9.51,1
268.26957952797244,5.302040816326531,20.0,1.437142857142857,5.01,0
12067.92640639329,5.605102040816327,1.2714285714285716,4.903061224489796,1.51,0
3393.2217718953298,2.271428571428571,5.3428571428571425,4.291428571428571,3.01,0
471.48663634573944,7.120408163265306,3.714285714285714,6.534081632653061,7.51,1
625.0551925273976,6.514285714285714,12.671428571428573,1.6410204081632653,9.51,0
2222.9964825261955,13.787755102040816,13.892857142857144,7.349591836734694,7.01,1
4498.432668969444,7.726530612244898,5.3428571428571425,8.572857142857142,0.51,1
1456.3484775012444,0.15,1.6785714285714286,8.368979591836734,1.01,0
28117.68697974231,3.4836734693877545,0.8642857142857143,4.6991836734693875,4.01,0
3393.2217718953298,0.15,18.77857142857143,9.388367346938775,3.51,0
202.35896477251575,9.544897959183674,0.05,0.6216326530612245,3.51,0
100000.0,13.787755102040816,10.22857142857143,8.572857142857142,8.01,0
86851.13737513521,12.575510204081631,12.671428571428573,9.796122448979592,8.51,0
1676.8329368110083,0.7561224489795918,13.07857142857143,1.437142857142857,1.51,0
308.88435964774817,12.878571428571428,13.892857142857144,7.145714285714286,5.01,1
42919.34260128778,4.392857142857142,13.892857142857144,2.864285714285714,0.51,0
132.57113655901094,10.151020408163264,3.307142857142857,5.106938775510204,4.51,0
75431.20063354608,12.272448979591836,20.0,5.922448979591836,6.01,1
18420.699693267165,3.7867346938775506,19.592857142857145,2.0487755102040817,5.51,0
3393.2217718953298,5.605102040816327,15.521428571428572,0.6216326530612245,9.51,0
4498.432668969444,1.3622448979591835,18.371428571428574,8.165102040816327,2.01,0
202.35896477251575,4.6959183673469385,3.714285714285714,8.980612244897959,6.51,0
13894.95494373136,10.757142857142856,3.307142857142857,8.980612244897959,8.01,1
3393.2217718953298,0.15,0.45714285714285713,1.8448979591836736,9.51,0
471.48663634573944,9.847959183673469,4.935714285714286,7.145714285714286,6.51,1
6866.488450042998,4.6959183673469385,12.671428571428573,4.6991836734693875,1.51,0
10481.131341546852,5.605102040816327,12.671428571428573,3.068163265306122,9.51,0
10481.131341546852,10.757142857142856,17.964285714285715,1.233265306122449,5.51,1
1676.8329368110083,13.181632653061223,18.77857142857143,9.388367346938775,7.51,1
18420.699693267165,3.7867346938775506,0.8642857142857143,3.679795918367347,4.51,0
5963.623316594642,8.635714285714284,20.0,8.572857142857142,1.51,1
10481.131341546852,1.3622448979591835,0.05,7.75734693877551,0.51,0
1098.5411419875584,9.241836734693877,7.378571428571428,7.75734693877551,6.51,1
28117.68697974231,12.272448979591836,13.485714285714286,6.737959183673469,1.01,1
42919.34260128778,4.392857142857142,12.264285714285714,10.0,5.01,0
42919.34260128778,4.998979591836735,1.2714285714285716,3.883673469387755,6.51,0
6866.488450042998,3.180612244897959,6.564285714285714,4.0875510204081635,1.51,0
471.48663634573944,3.4836734693877545,10.635714285714286,0.01,0.01,0
3393.2217718953298,12.272448979591836,15.521428571428572,2.0487755102040817,3.51,1
625.0551925273976,1.0591836734693876,2.0857142857142854,9.592244897959183,6.51,1
37275.93720314938,11.060204081632653,0.45714285714285713,1.437142857142857,4.01,1
100000.0,12.575510204081631,8.600000000000001,4.495306122448979,7.51,0
268.26957952797244,12.575510204081631,11.042857142857143,7.145714285714286,4.01,0
7906.043210907702,1.9683673469387752,9.821428571428573,2.4565306122448978,0.01,0
1930.6977288832495,5.302040816326531,17.964285714285715,5.310816326530612,9.51,0
115.1395399326447,1.3622448979591835,8.192857142857143,7.553469387755102,8.51,0
1098.5411419875584,6.514285714285714,6.157142857142857,3.2720408163265304,1.01,1
15998.587196060573,3.180612244897959,7.378571428571428,1.437142857142857,1.51,0
2222.9964825261955,14.393877551020408,7.785714285714286,3.2720408163265304,3.51,1
409.49150623804275,4.998979591836735,13.485714285714286,4.903061224489796,9.01,0
202.35896477251575,0.7561224489795918,9.821428571428573,7.961224489795918,6.01,0
2559.547922699536,3.180612244897959,17.964285714285715,8.572857142857142,6.51,0
1098.5411419875584,1.9683673469387752,2.9,4.6991836734693875,0.51,0
152.64179671752333,12.878571428571428,9.821428571428573,2.0487755102040817,5.01,0
308.88435964774817,8.029591836734694,15.928571428571429,6.534081632653061,0.01,0
625.0551925273976,7.726530612244898,5.75,0.41775510204081634,4.51,0
625.0551925273976,0.4530612244897959,12.264285714285714,5.718571428571428,8.01,0
24420.5309454865,8.635714285714284,6.564285714285714,6.534081632653061,6.51,1
15998.587196060573,8.33265306122449,17.150000000000002,4.0875510204081635,7.01,1
65512.85568595509,10.151020408163264,13.485714285714286,10.0,4.01,1
13894.95494373136,7.726530612244898,4.121428571428571,2.4565306122448978,9.51,1
152.64179671752333,6.514285714285714,4.935714285714286,8.165102040816327,7.51,0
3393.2217718953298,10.151020408163264,0.45714285714285713,2.4565306122448978,9.01,1
1456.3484775012444,1.0591836734693876,13.07857142857143,4.0875510204081635,8.01,0
13894.95494373136,10.757142857142856,5.75,1.233265306122449,2.01,1
1264.8552168552958,2.271428571428571,6.9714285714285715,7.145714285714286,0.51,1
56898.66029018293,9.544897959183674,8.192857142857143,9.592244897959183,4.01,1
268.26957952797244,10.454081632653061,4.935714285714286,4.0875510204081635,0.01,0
954.0954763499944,4.089795918367347,9.414285714285715,7.75734693877551,7.51,1
828.6427728546843,14.09081632653061,9.007142857142858,4.0875510204081635,8.51,1
954.0954763499944,7.423469387755102,10.22857142857143,5.106938775510204,4.51,1
1930.6977288832495,2.271428571428571,16.742857142857144,4.6991836734693875,7.01,0
115.1395399326447,8.938775510204081,7.785714285714286,1.233265306122449,7.01,0
1456.3484775012444,2.271428571428571,17.964285714285715,7.145714285714286,6.01,0
65512.85568595509,0.15,9.414285714285715,3.883673469387755,1.01,0
2222.9964825261955,8.33265306122449,16.742857142857144,8.572857142857142,8.01,1
15998.587196060573,7.423469387755102,8.600000000000001,4.495306122448979,7.01,1
954.0954763499944,9.544897959183674,3.714285714285714,7.961224489795918,1.51,1
5963.623316594642,11.96938775510204,15.928571428571429,4.903061224489796,6.01,1
21209.508879201927,8.635714285714284,4.5285714285714285,8.77673469387755,3.51,1
75431.20063354608,14.393877551020408,8.600000000000001,0.21387755102040817,2.51,1
828.6427728546843,8.33265306122449,7.378571428571428,6.330204081632653,3.01,1
5963.623316594642,0.15,4.935714285714286,7.961224489795918,1.51,0
2559.547922699536,13.484693877551019,4.121428571428571,4.495306122448979,3.01,1
1456.3484775012444,3.7867346938775506,6.9714285714285715,2.4565306122448978,7.01,1
828.6427728546843,2.877551020408163,5.75,7.349591836734694,5.51,1
100.0,5.908163265306122,17.150000000000002,5.310816326530612,5.51,0
7906.043210907702,12.575510204081631,11.857142857142858,7.961224489795918,2.01,1
355.64803062231283,13.787755102040816,1.2714285714285716,7.75734693877551,6.51,1
1456.3484775012444,10.757142857142856,11.450000000000001,0.01,7.01,0
2947.0517025518097,0.7561224489795918,6.157142857142857,4.6991836734693875,1.51,0
42919.34260128778,8.938775510204081,6.9714285714285715,2.864285714285714,9.01,1
719.6856730011522,8.938775510204081,13.892857142857144,6.534081632653061,5.51,1
3906.939937054617,11.363265306122448,15.521428571428572,1.437142857142857,9.51,1
5179.474679231213,0.4530612244897959,17.150000000000002,3.4759183673469387,7.51,0
13894.95494373136,2.271428571428571,15.521428571428572,5.718571428571428,9.51,0
15998.587196060573,2.574489795918367,18.371428571428574,6.534081632653061,8.51,0
5963.623316594642,13.484693877551019,13.485714285714286,0.01,8.51,0
954.0954763499944,1.9683673469387752,10.22857142857143,7.553469387755102,1.51,0
954.0954763499944,8.029591836734694,11.450000000000001,8.368979591836734,0.01,0
75431.20063354608,2.877551020408163,5.3428571428571425,6.534081632653061,0.01,0
13894.95494373136,7.423469387755102,19.592857142857145,6.1263265306122445,6.01,0
1098.5411419875584,11.96938775510204,11.450000000000001,10.0,3.51,1
24420.5309454865,10.757142857142856,2.9,9.184489795918367,1.01,1
56898.66029018293,15.0,11.042857142857143,2.4565306122448978,9.01,1
86851.13737513521,6.211224489795918,14.3,5.718571428571428,1.01,0
49417.13361323838,2.877551020408163,0.45714285714285713,5.718571428571428,1.01,0
49417.13361323838,12.272448979591836,7.785714285714286,2.2526530612244895,9.01,1
355.64803062231283,8.938775510204081,11.857142857142858,9.592244897959183,1.01,0
24420.5309454865,4.998979591836735,3.714285714285714,2.660408163265306,2.51,0
75431.20063354608,6.8173469387755095,7.378571428571428,3.679795918367347,9.01,0
5179.474679231213,1.9683673469387752,18.77857142857143,2.0487755102040817,1.51,0
471.48663634573944,13.181632653061223,0.05,0.01,1.01,0
2947.0517025518097,2.877551020408163,6.157142857142857,0.21387755102040817,0.51,0
308.88435964774817,13.787755102040816,7.785714285714286,8.368979591836734,1.01,0
2947.0517025518097,14.393877551020408,0.45714285714285713,7.145714285714286,9.01,1
2947.0517025518097,10.454081632653061,3.307142857142857,0.8255102040816327,5.01,1
7906.043210907702,6.514285714285714,17.557142857142857,3.4759183673469387,1.01,1
28117.68697974231,9.241836734693877,9.007142857142858,3.679795918367347,1.51,1
56898.66029018293,12.575510204081631,3.714285714285714,4.291428571428571,0.51,1
152.64179671752333,8.635714285714284,7.378571428571428,3.679795918367347,7.51,0
100000.0,12.272448979591836,2.492857142857143,7.961224489795918,9.51,0
100000.0,3.180612244897959,4.5285714285714285,1.8448979591836736,0.51,0
56898.66029018293,8.938775510204081,9.414285714285715,8.572857142857142,6.01,0
75431.20063354608,5.908163265306122,6.564285714285714,1.8448979591836736,1.01,0
2559.547922699536,14.393877551020408,2.492857142857143,4.6991836734693875,4.01,1
719.6856730011522,1.0591836734693876,11.857142857142858,1.029387755102041,3.51,0
954.0954763499944,14.696938775510203,5.3428571428571425,5.310816326530612,1.51,1
2947.0517025518097,0.4530612244897959,4.121428571428571,7.961224489795918,7.51,0
542.867543932386,1.0591836734693876,20.0,6.737959183673469,3.51,0
308.88435964774817,7.120408163265306,12.264285714285714,7.145714285714286,2.01,0
232.99518105153717,11.96938775510204,6.564285714285714,5.718571428571428,8.51,1
15998.587196060573,6.8173469387755095,15.521428571428572,4.6991836734693875,6.51,0
3906.939937054617,12.878571428571428,9.414285714285715,8.368979591836734,1.51,1
2559.547922699536,4.089795918367347,1.6785714285714286,3.4759183673469387,4.01,1
65512.85568595509,1.9683673469387752,6.157142857142857,9.388367346938775,1.51,0
175.7510624854791,6.211224489795918,7.785714285714286,1.6410204081632653,1.51,0
542.867543932386,7.726530612244898,10.635714285714286,7.75734693877551,6.51,1
37275.93720314938,12.878571428571428,13.892857142857144,0.21387755102040817,1.01,1
232.99518105153717,13.181632653061223,17.964285714285715,0.6216326530612245,6.51,0
202.35896477251575,12.575510204081631,15.521428571428572,4.0875510204081635,1.01,0
1098.5411419875584,0.7561224489795918,17.150000000000002,6.1263265306122445,3.51,0
308.88435964774817,3.4836734693877545,0.45714285714285713,2.2526530612244895,0.01,0
